customer_id,recency_days,frequency_count,monetary_value,r_score,f_score,m_score,rfm_combined_code
16163.0,6,2,838.28,3,5,5,355
17032.0,4,1,844.45,4,4,5,445
16019.0,0,1,850.83,5,4,5,545
14514.0,1,1,856.78,5,4,5,545
17512.0,4,1,864.89,4,4,5,445
13001.0,11,1,869.93,1,1,5,115
14290.0,6,1,870.63,3,3,5,335
15077.0,5,1,873.48,4,3,5,435
13768.0,1,2,875.97,5,5,5,555
14505.0,5,1,893.33,4,3,5,435
15808.0,13,1,896.54,1,1,5,115
17409.0,3,1,899.64,5,4,5,545
15601.0,11,2,901.13,2,4,5,245
15485.0,13,2,901.84,1,4,5,145
14841.0,6,2,902.20,3,5,5,355
17389.0,10,1,908.04,2,2,5,225
14680.0,3,2,912.54,4,5,5,455
14051.0,11,1,912.56,1,1,5,115
15494.0,4,1,917.76,4,4,5,445
12533.0,13,1,929.92,1,1,5,115
13448.0,8,1,933.35,2,2,5,225
12682.0,6,2,934.20,3,5,5,355
14440.0,12,1,935.01,1,1,5,115
13831.0,4,1,936.26,4,3,5,435
12978.0,4,1,945.58,4,3,5,435
15555.0,8,1,950.69,2,2,5,225
15984.0,3,2,958.18,5,5,5,555
16985.0,0,2,961.55,5,5,5,555
13204.0,6,1,966.66,3,3,5,335
12835.0,0,4,979.36,5,5,5,555
14695.0,7,2,984.03,3,5,5,355
14564.0,10,1,989.18,2,2,5,225
18087.0,0,4,989.74,5,5,5,555
17044.0,7,1,990.48,3,3,5,335
13758.0,13,1,996.10,1,1,5,115
12435.0,12,1,1008.00,1,1,5,115
12681.0,1,1,1014.54,5,4,5,545
16210.0,6,3,1034.28,3,5,5,355
15291.0,3,3,1037.90,4,5,5,455
16710.0,1,3,1038.64,5,5,5,555
16200.0,12,2,1043.81,1,4,5,145
15998.0,3,2,1063.24,5,5,5,555
18092.0,10,1,1077.60,2,2,5,225
13097.0,5,2,1080.23,3,5,5,355
12439.0,0,1,1081.66,5,4,5,545
13819.0,3,2,1082.40,4,5,5,455
13085.0,11,4,1096.80,1,5,5,155
12957.0,3,1,1107.95,4,4,5,445
16684.0,7,2,1149.12,3,5,5,355
17364.0,0,2,1150.78,5,5,5,555
15194.0,3,3,1167.54,4,5,5,455
15523.0,4,3,1173.53,4,5,5,455
14606.0,1,6,1174.52,5,5,5,555
16104.0,1,3,1174.89,5,5,5,555
13526.0,13,2,1182.00,1,4,5,145
18223.0,10,1,1185.16,2,2,5,225
15983.0,1,3,1199.59,5,5,5,555
15768.0,5,2,1204.33,4,5,5,455
16525.0,4,3,1220.40,4,5,5,455
16013.0,6,2,1241.00,3,5,5,355
14739.0,3,2,1253.31,4,5,5,455
14258.0,10,1,1261.00,2,2,5,225
12931.0,11,2,1268.75,1,4,5,145
16709.0,5,1,1273.50,4,3,5,435
13078.0,6,2,1278.83,3,5,5,355
12472.0,0,1,1286.43,5,4,5,545
14685.0,1,3,1300.41,5,5,5,555
16131.0,12,1,1317.97,1,1,5,115
17920.0,1,3,1336.95,5,5,5,555
12613.0,0,1,1350.81,5,4,5,545
17157.0,0,4,1360.02,5,5,5,555
16736.0,10,2,1363.98,2,5,5,255
13408.0,3,4,1368.74,4,5,5,455
12358.0,6,1,1429.83,3,3,5,335
15640.0,0,1,1456.20,5,4,5,545
13680.0,5,2,1465.34,4,5,5,455
14135.0,5,2,1489.20,4,5,5,455
15032.0,4,1,1505.40,4,3,5,435
15382.0,10,1,1523.20,2,2,5,225
12917.0,5,1,1552.90,3,3,5,335
17377.0,4,4,1552.91,4,5,5,455
14286.0,10,1,1610.52,2,2,5,225
13931.0,0,3,1630.06,5,5,5,555
14156.0,11,3,1635.98,1,5,5,155
12709.0,5,2,1661.56,3,5,5,355
12921.0,5,3,1775.05,3,5,5,355
12949.0,11,1,1794.70,1,1,5,115
14895.0,3,2,1817.55,4,5,5,455
17841.0,3,5,1862.38,5,5,5,555
17593.0,1,3,1887.44,5,5,5,555
13093.0,0,3,1943.47,5,5,5,555
17230.0,3,2,1946.10,5,5,5,555
13091.0,4,2,1976.00,4,5,5,455
15769.0,3,1,1980.00,4,4,5,445
14062.0,0,2,2000.42,5,5,5,555
15856.0,3,2,2009.47,4,5,5,455
14299.0,12,1,2052.12,1,1,5,115
14298.0,3,2,2173.80,4,5,5,455
13081.0,6,1,2285.58,3,3,5,335
17428.0,5,3,2300.24,4,5,5,455
17865.0,7,5,2444.77,3,5,5,355
14063.0,6,1,2452.56,3,3,5,335
12758.0,13,1,2454.68,1,1,5,115
12471.0,0,4,2466.29,5,5,5,555
13206.0,0,3,2504.77,5,5,5,555
13767.0,0,3,2511.40,5,5,5,555
14961.0,0,2,2608.47,5,5,5,555
13089.0,0,4,2672.50,5,5,5,555
17243.0,1,6,2742.36,5,5,5,555
15413.0,6,2,3012.96,3,5,5,355
14031.0,3,3,3163.15,4,5,5,455
16705.0,5,1,3249.32,4,3,5,435
14527.0,0,5,3411.76,5,5,5,555
14911.0,4,5,3480.55,4,5,5,455
15823.0,4,2,3867.17,4,5,5,455
16779.0,4,4,4078.82,4,5,5,455
17940.0,11,1,4380.00,2,2,5,225
16029.0,3,4,5076.84,5,5,5,555
17949.0,0,8,5324.76,5,5,5,555
15311.0,0,9,5535.76,5,5,5,555
14646.0,6,3,5815.19,3,5,5,355
13777.0,6,4,6758.42,3,5,5,355
17850.0,7,15,7411.14,3,5,5,355
17511.0,0,2,8367.81,5,5,5,555
15061.0,0,8,13131.04,5,5,5,555
13694.0,0,8,17624.47,5,5,5,555
18102.0,3,4,31777.24,5,5,5,555
