customer_id,recency_days,frequency_count,monetary_value,r_score,f_score,m_score,rfm_combined_code,is_churned,cluster_id,customer_segment
17188.0,6,1,328.02,3,3,3,333,0,2,At Risk (Churn Danger)
17675.0,4,1,328.7,4,4,3,443,0,2,At Risk (Churn Danger)
13576.0,6,1,328.8,3,3,3,333,0,2,At Risk (Churn Danger)
17861.0,4,1,328.99,4,4,3,443,0,2,At Risk (Churn Danger)
17345.0,13,1,329.91,1,1,3,113,0,0,Best Customers
13148.0,7,1,331.4,3,2,3,323,0,0,Best Customers
17990.0,7,1,332.7,3,3,3,333,0,0,Best Customers
18051.0,5,1,333.3,4,3,3,433,0,2,At Risk (Churn Danger)
14653.0,12,1,333.67,1,1,3,113,0,0,Best Customers
12712.0,5,1,333.8,3,3,3,333,0,2,At Risk (Churn Danger)
13329.0,10,1,334.65,2,2,3,223,0,0,Best Customers
13026.0,1,1,335.98,5,4,3,543,0,2,At Risk (Churn Danger)
17172.0,1,1,336.82,5,4,3,543,0,2,At Risk (Churn Danger)
13154.0,10,1,337.1,2,2,3,223,0,0,Best Customers
14952.0,11,1,337.9,2,1,3,213,0,0,Best Customers
13611.0,11,1,337.93,1,1,3,113,0,0,Best Customers
17296.0,5,1,338.13,4,3,3,433,0,2,At Risk (Churn Danger)
16735.0,6,1,338.34,3,3,3,333,0,2,At Risk (Churn Danger)
14644.0,11,1,338.5,1,1,3,113,0,0,Best Customers
16722.0,11,1,339.78,2,2,3,223,0,0,Best Customers
17411.0,11,1,344.4,2,2,3,223,0,0,Best Customers
16719.0,1,1,344.65,5,4,3,543,0,2,At Risk (Churn Danger)
16325.0,1,2,345.54,5,5,3,553,0,2,At Risk (Churn Danger)
15085.0,4,1,347.54,4,3,3,433,0,2,At Risk (Churn Danger)
16191.0,3,1,348.6,5,4,3,543,0,2,At Risk (Churn Danger)
17799.0,1,1,348.61,5,4,3,543,0,2,At Risk (Churn Danger)
13999.0,9,1,350.55,2,2,3,223,0,0,Best Customers
14643.0,3,1,350.68,4,4,3,443,0,2,At Risk (Churn Danger)
16192.0,10,1,351.3,2,2,3,223,0,0,Best Customers
13141.0,5,1,351.45,3,3,3,333,0,2,At Risk (Churn Danger)
17018.0,9,1,351.6,2,2,3,223,0,0,Best Customers
16763.0,13,1,352.85,1,1,3,113,0,0,Best Customers
13693.0,4,2,353.15,4,5,3,453,0,2,At Risk (Churn Danger)
14479.0,8,1,355.13,2,2,3,223,0,0,Best Customers
17457.0,7,1,355.38,3,3,3,333,0,0,Best Customers
16139.0,11,1,355.59,2,2,3,223,0,0,Best Customers
15169.0,1,1,356.17,5,4,3,543,0,2,At Risk (Churn Danger)
18259.0,6,1,356.4,3,3,3,333,0,2,At Risk (Churn Danger)
15694.0,7,1,357.87,3,3,3,333,0,0,Best Customers
14130.0,3,1,358.32,4,4,3,443,0,2,At Risk (Churn Danger)
15562.0,1,1,360.51,5,4,3,543,0,2,At Risk (Churn Danger)
17539.0,1,1,361.55,5,4,3,543,0,2,At Risk (Churn Danger)
13110.0,13,1,362.78,1,1,3,113,0,0,Best Customers
16011.0,4,2,363.2,4,5,3,453,0,2,At Risk (Churn Danger)
12785.0,6,1,366.9,3,3,3,333,0,2,At Risk (Churn Danger)
13590.0,13,1,367.28,1,1,3,113,0,0,Best Customers
16393.0,13,1,367.41,1,1,3,113,0,0,Best Customers
16168.0,5,2,369.0,4,5,3,453,0,2,At Risk (Churn Danger)
15144.0,1,1,370.2,5,4,3,543,0,2,At Risk (Churn Danger)
14204.0,12,1,371.27,1,1,3,113,0,0,Best Customers
12779.0,11,1,371.82,1,1,3,113,0,0,Best Customers
15953.0,11,1,372.2,2,1,3,213,0,0,Best Customers
18275.0,6,1,372.64,3,3,3,333,0,2,At Risk (Churn Danger)
17209.0,3,2,373.2,5,5,3,553,0,2,At Risk (Churn Danger)
16656.0,10,1,373.74,2,2,3,223,0,0,Best Customers
14061.0,13,1,374.43,1,1,3,113,0,0,Best Customers
18268.0,3,1,375.18,5,4,3,543,0,2,At Risk (Churn Danger)
17165.0,3,1,375.66,5,4,3,543,0,2,At Risk (Churn Danger)
18077.0,1,2,376.1,5,5,3,553,0,2,At Risk (Churn Danger)
16701.0,13,1,378.12,1,1,3,113,0,0,Best Customers
16253.0,6,1,379.13,3,3,3,333,0,2,At Risk (Churn Danger)
18162.0,7,1,379.16,3,3,3,333,0,0,Best Customers
14735.0,6,2,379.65,3,5,3,353,0,2,At Risk (Churn Danger)
17043.0,5,1,380.36,4,3,3,433,0,2,At Risk (Churn Danger)
18229.0,11,1,381.0,2,2,3,223,0,0,Best Customers
13635.0,13,1,382.37,1,1,3,113,0,0,Best Customers
16912.0,5,1,383.8,4,3,3,433,0,2,At Risk (Churn Danger)
13313.0,12,2,383.89,1,4,4,144,0,0,Best Customers
17012.0,0,1,384.16,5,4,4,544,0,2,At Risk (Churn Danger)
15550.0,0,2,386.15,5,5,4,554,0,2,At Risk (Churn Danger)
16717.0,7,1,386.39,3,3,4,334,0,0,Best Customers
17211.0,1,1,386.73,5,4,4,544,0,2,At Risk (Churn Danger)
16003.0,11,1,387.87,2,1,4,214,0,0,Best Customers
16186.0,5,1,389.34,4,3,4,434,0,2,At Risk (Churn Danger)
17270.0,7,1,389.62,3,3,4,334,0,0,Best Customers
14099.0,4,1,390.44,4,3,4,434,0,2,At Risk (Churn Danger)
12926.0,0,1,390.66,5,4,4,544,0,2,At Risk (Churn Danger)
17929.0,5,1,392.4,4,3,4,434,0,2,At Risk (Churn Danger)
14159.0,11,1,393.65,1,1,4,114,0,0,Best Customers
16769.0,0,2,394.46,5,5,4,554,0,2,At Risk (Churn Danger)
12842.0,12,1,397.2,1,1,4,114,0,0,Best Customers
14525.0,1,1,399.8,5,4,4,544,0,2,At Risk (Churn Danger)
17908.0,0,1,400.91,5,4,4,544,0,2,At Risk (Churn Danger)
16156.0,3,2,402.1,5,5,4,554,0,2,At Risk (Churn Danger)
17581.0,11,4,402.2,2,5,4,254,0,1,Loyal Customers
15916.0,4,1,404.82,4,4,4,444,0,2,At Risk (Churn Danger)
17293.0,3,2,405.04,5,5,4,554,0,2,At Risk (Churn Danger)
15898.0,3,1,406.12,5,4,4,544,0,2,At Risk (Churn Danger)
17406.0,8,1,406.7,3,2,4,324,0,0,Best Customers
12872.0,11,1,407.22,1,1,4,114,0,0,Best Customers
17768.0,12,1,408.07,1,1,4,114,0,0,Best Customers
17465.0,11,2,408.37,2,4,4,244,0,0,Best Customers
14291.0,5,1,408.51,4,3,4,434,0,2,At Risk (Churn Danger)
15078.0,10,1,410.0,2,2,4,224,0,0,Best Customers
17739.0,7,1,411.2,3,3,4,334,0,0,Best Customers
12540.0,7,1,412.6,3,2,4,324,0,0,Best Customers
12989.0,4,1,413.1,4,3,4,434,0,2,At Risk (Churn Danger)
14080.0,5,2,414.65,4,5,4,454,0,2,At Risk (Churn Danger)
13317.0,1,1,416.82,5,4,4,544,0,2,At Risk (Churn Danger)
14085.0,6,2,416.84,3,5,4,354,0,2,At Risk (Churn Danger)
16700.0,12,2,418.7,1,4,4,144,0,0,Best Customers
12836.0,13,1,423.87,1,1,4,114,0,0,Best Customers
16541.0,10,1,424.03,2,2,4,224,0,0,Best Customers
14215.0,6,1,425.59,3,3,4,334,0,2,At Risk (Churn Danger)
17696.0,4,1,427.52,4,4,4,444,0,2,At Risk (Churn Danger)
14042.0,0,1,431.98,5,4,4,544,0,2,At Risk (Churn Danger)
14593.0,5,1,433.05,4,3,4,434,0,2,At Risk (Churn Danger)
12600.0,1,2,433.89,5,5,4,554,0,2,At Risk (Churn Danger)
17115.0,9,1,434.15,2,2,4,224,0,0,Best Customers
15912.0,4,3,435.79,4,5,4,454,0,1,Loyal Customers
12510.0,10,1,435.88,2,2,4,224,0,0,Best Customers
14123.0,8,1,436.18,2,2,4,224,0,0,Best Customers
14626.0,4,1,436.4,4,3,4,434,0,2,At Risk (Churn Danger)
17178.0,6,1,436.71,3,3,4,334,0,2,At Risk (Churn Danger)
15465.0,4,1,436.8,4,4,4,444,0,2,At Risk (Churn Danger)
14679.0,6,1,438.74,3,3,4,334,0,2,At Risk (Churn Danger)
14979.0,10,1,439.46,2,2,4,224,0,0,Best Customers
15380.0,4,2,441.62,4,5,4,454,0,2,At Risk (Churn Danger)
12975.0,8,1,441.63,2,2,4,224,0,0,Best Customers
14755.0,11,2,445.15,1,4,4,144,0,0,Best Customers
13019.0,4,2,445.3,4,5,4,454,0,2,At Risk (Churn Danger)
15358.0,7,1,446.4,3,3,4,334,0,0,Best Customers
14108.0,6,2,447.05,3,5,4,354,0,2,At Risk (Churn Danger)
15157.0,4,1,448.2,4,3,4,434,0,2,At Risk (Churn Danger)
14987.0,1,2,451.65,5,5,4,554,0,2,At Risk (Churn Danger)
13495.0,7,1,452.16,3,2,4,324,0,0,Best Customers
17884.0,4,4,454.12,4,5,4,454,0,1,Loyal Customers
16723.0,10,1,460.55,2,2,4,224,0,0,Best Customers
15674.0,6,1,462.46,3,3,4,334,0,2,At Risk (Churn Danger)
16124.0,7,1,463.0,3,3,4,334,0,0,Best Customers
17679.0,11,2,465.0,2,4,4,244,0,0,Best Customers
17958.0,3,1,465.42,5,4,4,544,0,2,At Risk (Churn Danger)
17961.0,0,3,465.96,5,5,4,554,0,1,Loyal Customers
17825.0,0,3,467.46,5,5,4,554,0,1,Loyal Customers
15822.0,8,1,474.32,2,2,4,224,0,0,Best Customers
13800.0,11,1,478.7,1,1,4,114,0,0,Best Customers
13848.0,5,1,480.0,4,3,4,434,0,2,At Risk (Churn Danger)
17329.0,6,3,481.32,3,5,4,354,0,1,Loyal Customers
13415.0,3,1,483.42,4,4,4,444,0,2,At Risk (Churn Danger)
13798.0,6,1,484.0,3,3,4,334,0,2,At Risk (Churn Danger)
17287.0,1,4,484.11,5,5,4,554,0,1,Loyal Customers
12443.0,7,1,485.31,3,2,4,324,0,0,Best Customers
16167.0,13,1,485.79,1,1,4,114,0,0,Best Customers
16560.0,6,1,487.09,3,3,4,334,0,2,At Risk (Churn Danger)
18108.0,12,1,493.25,1,1,4,114,0,0,Best Customers
13735.0,1,1,493.37,5,4,4,544,0,2,At Risk (Churn Danger)
13000.0,0,1,497.65,5,4,4,544,0,2,At Risk (Churn Danger)
13953.0,3,1,500.0,4,4,4,444,0,2,At Risk (Churn Danger)
17069.0,11,1,500.55,2,2,4,224,0,0,Best Customers
14161.0,1,1,505.13,5,4,4,544,0,2,At Risk (Churn Danger)
17611.0,13,1,507.49,1,1,4,114,0,0,Best Customers
12759.0,10,1,508.26,2,2,4,224,0,0,Best Customers
16612.0,11,1,510.87,2,2,4,224,0,0,Best Customers
16353.0,7,2,513.9,3,5,4,354,0,2,At Risk (Churn Danger)
14396.0,12,1,514.97,1,1,4,114,0,0,Best Customers
12979.0,4,1,517.7,4,3,4,434,0,2,At Risk (Churn Danger)
17716.0,12,1,520.2,1,1,4,114,0,0,Best Customers
17802.0,1,2,522.95,5,5,4,554,0,2,At Risk (Churn Danger)
12854.0,3,1,525.34,4,4,4,444,0,2,At Risk (Churn Danger)
16409.0,1,1,526.46,5,4,4,544,0,2,At Risk (Churn Danger)
13491.0,5,2,527.4,4,5,4,454,0,2,At Risk (Churn Danger)
15514.0,10,1,532.28,2,2,4,224,0,0,Best Customers
17858.0,8,1,533.97,3,2,4,324,0,0,Best Customers
16563.0,13,1,538.46,1,1,4,114,0,0,Best Customers
16550.0,12,1,538.77,1,1,4,114,0,0,Best Customers
15542.0,12,2,540.73,1,4,4,144,0,0,Best Customers
13564.0,7,2,544.25,3,5,4,354,0,2,At Risk (Churn Danger)
17819.0,1,1,545.1,5,4,4,544,0,2,At Risk (Churn Danger)
14546.0,8,1,547.73,2,2,4,224,0,0,Best Customers
12664.0,1,1,549.08,5,4,4,544,0,2,At Risk (Churn Danger)
13136.0,6,1,549.09,3,3,4,334,0,2,At Risk (Churn Danger)
15240.0,9,1,549.77,2,2,4,224,0,0,Best Customers
13993.0,11,1,556.75,1,1,4,114,0,0,Best Customers
17238.0,3,3,559.9,5,5,4,554,0,1,Loyal Customers
16400.0,6,1,564.38,3,3,4,334,0,2,At Risk (Churn Danger)
15751.0,1,4,573.29,5,5,4,554,0,1,Loyal Customers
12437.0,12,1,578.28,1,1,4,114,0,0,Best Customers
15051.0,13,1,580.02,1,1,4,114,0,0,Best Customers
16933.0,5,1,580.79,4,3,4,434,0,2,At Risk (Churn Danger)
14608.0,4,2,581.22,4,5,4,454,0,2,At Risk (Churn Danger)
14702.0,4,1,583.7,4,3,4,434,0,2,At Risk (Churn Danger)
17853.0,11,1,584.35,2,2,4,224,0,0,Best Customers
15944.0,1,1,588.4,5,4,4,544,0,2,At Risk (Churn Danger)
15854.0,4,1,592.2,4,4,4,444,0,2,At Risk (Churn Danger)
14295.0,5,2,598.85,4,5,4,454,0,2,At Risk (Churn Danger)
13426.0,5,1,601.6,3,3,4,334,0,2,At Risk (Churn Danger)
12490.0,13,1,603.94,1,1,4,114,0,0,Best Customers
17508.0,7,1,610.95,3,3,4,334,0,0,Best Customers
14113.0,4,2,611.84,4,5,4,454,0,2,At Risk (Churn Danger)
13668.0,3,1,615.3,4,4,4,444,0,2,At Risk (Churn Danger)
16485.0,8,1,619.24,2,2,4,224,0,0,Best Customers
14401.0,0,1,619.67,5,4,4,544,0,2,At Risk (Churn Danger)
15867.0,0,1,626.0,5,4,4,544,0,2,At Risk (Churn Danger)
13319.0,8,1,626.6,2,2,4,224,0,0,Best Customers
13174.0,10,1,630.39,2,2,4,224,0,0,Best Customers
14040.0,13,1,633.33,1,1,4,114,0,0,Best Customers
13623.0,12,1,637.04,1,1,4,114,0,0,Best Customers
13599.0,13,1,641.45,1,1,4,114,0,0,Best Customers
13753.0,11,1,642.2,1,1,4,114,0,0,Best Customers
15615.0,12,2,643.1,1,4,4,144,0,0,Best Customers
15005.0,5,2,644.0,4,5,4,454,0,2,At Risk (Churn Danger)
16718.0,8,1,647.82,2,2,4,224,0,0,Best Customers
12839.0,0,2,653.24,5,5,4,554,0,2,At Risk (Churn Danger)
14543.0,7,2,656.55,3,5,4,354,0,2,At Risk (Churn Danger)
16940.0,6,1,656.85,3,3,4,334,0,2,At Risk (Churn Danger)
15805.0,4,1,658.5,4,4,4,444,0,2,At Risk (Churn Danger)
17416.0,0,1,659.4,5,4,4,544,0,2,At Risk (Churn Danger)
14134.0,4,1,661.16,4,3,4,434,0,2,At Risk (Churn Danger)
16711.0,0,2,665.64,5,5,4,554,0,2,At Risk (Churn Danger)
13042.0,7,1,668.1,3,2,4,324,0,0,Best Customers
14898.0,1,2,668.66,5,5,4,554,0,2,At Risk (Churn Danger)
15547.0,8,1,671.56,2,2,4,224,0,0,Best Customers
15719.0,4,2,674.17,4,5,4,454,0,2,At Risk (Churn Danger)
14548.0,8,2,680.28,2,5,4,254,0,0,Best Customers
15581.0,4,7,680.66,4,5,4,454,0,1,Loyal Customers
14828.0,7,1,682.4,3,3,4,334,0,0,Best Customers
12714.0,10,1,682.65,2,2,4,224,0,0,Best Customers
12747.0,5,2,683.85,3,5,4,354,0,2,At Risk (Churn Danger)
16670.0,4,1,683.91,4,4,4,444,0,2,At Risk (Churn Danger)
15484.0,9,1,689.5,2,2,4,224,0,0,Best Customers
16125.0,0,1,689.71,5,4,4,544,0,2,At Risk (Churn Danger)
13162.0,10,1,694.2,2,2,4,224,0,0,Best Customers
17700.0,13,1,696.73,1,1,4,114,0,0,Best Customers
16327.0,0,1,698.61,5,4,4,544,0,2,At Risk (Churn Danger)
16746.0,5,2,710.62,4,5,4,454,0,2,At Risk (Churn Danger)
13736.0,8,1,720.79,2,2,5,225,0,0,Best Customers
13786.0,11,1,723.09,1,1,5,115,0,0,Best Customers
16843.0,4,1,730.59,4,4,5,445,0,2,At Risk (Churn Danger)
17809.0,12,1,734.7,1,1,5,115,0,0,Best Customers
14293.0,4,1,737.7,4,3,5,435,0,2,At Risk (Churn Danger)
15079.0,6,2,738.53,3,5,5,355,0,2,At Risk (Churn Danger)
12913.0,7,2,741.96,3,5,5,355,0,2,At Risk (Churn Danger)
15466.0,11,1,744.21,2,1,5,215,0,0,Best Customers
14030.0,4,2,747.15,4,5,5,455,0,2,At Risk (Churn Danger)
13373.0,8,1,748.42,2,2,5,225,0,0,Best Customers
12980.0,12,1,754.2,1,1,5,115,0,0,Best Customers
17851.0,3,2,755.26,5,5,5,555,0,2,At Risk (Churn Danger)
13013.0,0,1,756.51,5,4,5,545,0,2,At Risk (Churn Danger)
12359.0,9,1,760.69,2,2,5,225,0,0,Best Customers
15179.0,11,1,763.35,2,1,5,215,0,0,Best Customers
17412.0,3,2,773.02,5,5,5,555,0,2,At Risk (Churn Danger)
15794.0,11,2,777.0,2,4,5,245,0,0,Best Customers
15367.0,4,1,785.62,4,4,5,445,0,2,At Risk (Churn Danger)
14081.0,4,1,792.02,4,3,5,435,0,2,At Risk (Churn Danger)
16732.0,6,1,792.84,3,3,5,335,0,2,At Risk (Churn Danger)
16335.0,1,2,800.84,5,5,5,555,0,2,At Risk (Churn Danger)
13958.0,9,2,811.55,2,5,5,255,0,0,Best Customers
13418.0,3,1,811.76,4,4,5,445,0,2,At Risk (Churn Danger)
17610.0,4,2,813.56,4,5,5,455,0,2,At Risk (Churn Danger)
12583.0,8,1,817.44,2,2,5,225,0,0,Best Customers
16620.0,13,1,822.37,1,1,5,115,0,0,Best Customers
14669.0,12,1,824.18,1,1,5,115,0,0,Best Customers
17160.0,10,1,825.94,2,2,5,225,0,0,Best Customers
13895.0,11,1,831.0,1,1,5,115,0,0,Best Customers
14831.0,12,2,833.75,1,4,5,145,0,0,Best Customers
16163.0,6,2,838.28,3,5,5,355,0,2,At Risk (Churn Danger)
17032.0,4,1,844.45,4,4,5,445,0,2,At Risk (Churn Danger)
16019.0,0,1,850.83,5,4,5,545,0,2,At Risk (Churn Danger)
14514.0,1,1,856.78,5,4,5,545,0,2,At Risk (Churn Danger)
17512.0,4,1,864.89,4,4,5,445,0,2,At Risk (Churn Danger)
13001.0,11,1,869.93,1,1,5,115,0,0,Best Customers
14290.0,6,1,870.63,3,3,5,335,0,2,At Risk (Churn Danger)
15077.0,5,1,873.48,4,3,5,435,0,2,At Risk (Churn Danger)
13768.0,1,2,875.97,5,5,5,555,0,2,At Risk (Churn Danger)
14505.0,5,1,893.33,4,3,5,435,0,2,At Risk (Churn Danger)
15808.0,13,1,896.54,1,1,5,115,0,0,Best Customers
17409.0,3,1,899.64,5,4,5,545,0,2,At Risk (Churn Danger)
15601.0,11,2,901.13,2,4,5,245,0,0,Best Customers
15485.0,13,2,901.84,1,4,5,145,0,0,Best Customers
14841.0,6,2,902.2,3,5,5,355,0,2,At Risk (Churn Danger)
17389.0,10,1,908.04,2,2,5,225,0,0,Best Customers
14680.0,3,2,912.54,4,5,5,455,0,2,At Risk (Churn Danger)
14051.0,11,1,912.56,1,1,5,115,0,0,Best Customers
15494.0,4,1,917.76,4,4,5,445,0,2,At Risk (Churn Danger)
12533.0,13,1,929.92,1,1,5,115,0,0,Best Customers
13448.0,8,1,933.35,2,2,5,225,0,0,Best Customers
12682.0,6,2,934.2,3,5,5,355,0,2,At Risk (Churn Danger)
14440.0,12,1,935.01,1,1,5,115,0,0,Best Customers
13831.0,4,1,936.26,4,3,5,435,0,2,At Risk (Churn Danger)
12978.0,4,1,945.58,4,3,5,435,0,2,At Risk (Churn Danger)
15555.0,8,1,950.69,2,2,5,225,0,0,Best Customers
15984.0,3,2,958.18,5,5,5,555,0,2,At Risk (Churn Danger)
16985.0,0,2,961.55,5,5,5,555,0,2,At Risk (Churn Danger)
13204.0,6,1,966.66,3,3,5,335,0,2,At Risk (Churn Danger)
12835.0,0,4,979.36,5,5,5,555,0,1,Loyal Customers
14695.0,7,2,984.03,3,5,5,355,0,2,At Risk (Churn Danger)
14564.0,10,1,989.18,2,2,5,225,0,0,Best Customers
18087.0,0,4,989.74,5,5,5,555,0,1,Loyal Customers
17044.0,7,1,990.48,3,3,5,335,0,0,Best Customers
13758.0,13,1,996.1,1,1,5,115,0,0,Best Customers
12435.0,12,1,1008.0,1,1,5,115,0,0,Best Customers
12681.0,1,1,1014.54,5,4,5,545,0,2,At Risk (Churn Danger)
16210.0,6,3,1034.28,3,5,5,355,0,1,Loyal Customers
15291.0,3,3,1037.9,4,5,5,455,0,1,Loyal Customers
16710.0,1,3,1038.64,5,5,5,555,0,1,Loyal Customers
16200.0,12,2,1043.81,1,4,5,145,0,0,Best Customers
15998.0,3,2,1063.24,5,5,5,555,0,2,At Risk (Churn Danger)
18092.0,10,1,1077.6,2,2,5,225,0,0,Best Customers
13097.0,5,2,1080.23,3,5,5,355,0,2,At Risk (Churn Danger)
12439.0,0,1,1081.66,5,4,5,545,0,2,At Risk (Churn Danger)
13819.0,3,2,1082.4,4,5,5,455,0,2,At Risk (Churn Danger)
13085.0,11,4,1096.8,1,5,5,155,0,1,Loyal Customers
12957.0,3,1,1107.95,4,4,5,445,0,2,At Risk (Churn Danger)
16684.0,7,2,1149.12,3,5,5,355,0,2,At Risk (Churn Danger)
17364.0,0,2,1150.78,5,5,5,555,0,2,At Risk (Churn Danger)
15194.0,3,3,1167.54,4,5,5,455,0,1,Loyal Customers
15523.0,4,3,1173.53,4,5,5,455,0,1,Loyal Customers
14606.0,1,6,1174.52,5,5,5,555,0,1,Loyal Customers
16104.0,1,3,1174.89,5,5,5,555,0,1,Loyal Customers
13526.0,13,2,1182.0,1,4,5,145,0,0,Best Customers
18223.0,10,1,1185.16,2,2,5,225,0,0,Best Customers
15983.0,1,3,1199.59,5,5,5,555,0,1,Loyal Customers
15768.0,5,2,1204.33,4,5,5,455,0,2,At Risk (Churn Danger)
16525.0,4,3,1220.4,4,5,5,455,0,1,Loyal Customers
16013.0,6,2,1241.0,3,5,5,355,0,2,At Risk (Churn Danger)
14739.0,3,2,1253.31,4,5,5,455,0,2,At Risk (Churn Danger)
14258.0,10,1,1261.0,2,2,5,225,0,0,Best Customers
12931.0,11,2,1268.75,1,4,5,145,0,0,Best Customers
16709.0,5,1,1273.5,4,3,5,435,0,2,At Risk (Churn Danger)
13078.0,6,2,1278.83,3,5,5,355,0,2,At Risk (Churn Danger)
12472.0,0,1,1286.43,5,4,5,545,0,2,At Risk (Churn Danger)
14685.0,1,3,1300.41,5,5,5,555,0,1,Loyal Customers
16131.0,12,1,1317.97,1,1,5,115,0,0,Best Customers
17920.0,1,3,1336.95,5,5,5,555,0,1,Loyal Customers
12613.0,0,1,1350.81,5,4,5,545,0,2,At Risk (Churn Danger)
17157.0,0,4,1360.02,5,5,5,555,0,1,Loyal Customers
16736.0,10,2,1363.98,2,5,5,255,0,0,Best Customers
13408.0,3,4,1368.74,4,5,5,455,0,1,Loyal Customers
12358.0,6,1,1429.83,3,3,5,335,0,2,At Risk (Churn Danger)
15640.0,0,1,1456.2,5,4,5,545,0,2,At Risk (Churn Danger)
13680.0,5,2,1465.34,4,5,5,455,0,2,At Risk (Churn Danger)
14135.0,5,2,1489.2,4,5,5,455,0,2,At Risk (Churn Danger)
15032.0,4,1,1505.4,4,3,5,435,0,2,At Risk (Churn Danger)
15382.0,10,1,1523.2,2,2,5,225,0,0,Best Customers
12917.0,5,1,1552.9,3,3,5,335,0,2,At Risk (Churn Danger)
17377.0,4,4,1552.91,4,5,5,455,0,1,Loyal Customers
14286.0,10,1,1610.52,2,2,5,225,0,0,Best Customers
13931.0,0,3,1630.06,5,5,5,555,0,1,Loyal Customers
14156.0,11,3,1635.98,1,5,5,155,0,0,Best Customers
12709.0,5,2,1661.56,3,5,5,355,0,2,At Risk (Churn Danger)
12921.0,5,3,1775.05,3,5,5,355,0,1,Loyal Customers
12949.0,11,1,1794.7,1,1,5,115,0,0,Best Customers
14895.0,3,2,1817.55,4,5,5,455,0,2,At Risk (Churn Danger)
17841.0,3,5,1862.38,5,5,5,555,0,1,Loyal Customers
17593.0,1,3,1887.44,5,5,5,555,0,1,Loyal Customers
13093.0,0,3,1943.47,5,5,5,555,0,1,Loyal Customers
17230.0,3,2,1946.1,5,5,5,555,0,2,At Risk (Churn Danger)
13091.0,4,2,1976.0,4,5,5,455,0,2,At Risk (Churn Danger)
15769.0,3,1,1980.0,4,4,5,445,0,2,At Risk (Churn Danger)
14062.0,0,2,2000.42,5,5,5,555,0,2,At Risk (Churn Danger)
15856.0,3,2,2009.47,4,5,5,455,0,2,At Risk (Churn Danger)
14299.0,12,1,2052.12,1,1,5,115,0,0,Best Customers
14298.0,3,2,2173.8,4,5,5,455,0,2,At Risk (Churn Danger)
13081.0,6,1,2285.58,3,3,5,335,0,2,At Risk (Churn Danger)
17428.0,5,3,2300.24,4,5,5,455,0,1,Loyal Customers
17865.0,7,5,2444.77,3,5,5,355,0,1,Loyal Customers
14063.0,6,1,2452.56,3,3,5,335,0,2,At Risk (Churn Danger)
12758.0,13,1,2454.68,1,1,5,115,0,0,Best Customers
12471.0,0,4,2466.29,5,5,5,555,0,1,Loyal Customers
13206.0,0,3,2504.77,5,5,5,555,0,1,Loyal Customers
13767.0,0,3,2511.4,5,5,5,555,0,1,Loyal Customers
14961.0,0,2,2608.47,5,5,5,555,0,2,At Risk (Churn Danger)
13089.0,0,4,2672.5,5,5,5,555,0,1,Loyal Customers
17243.0,1,6,2742.36,5,5,5,555,0,1,Loyal Customers
15413.0,6,2,3012.96,3,5,5,355,0,2,At Risk (Churn Danger)
14031.0,3,3,3163.15,4,5,5,455,0,1,Loyal Customers
16705.0,5,1,3249.32,4,3,5,435,0,2,At Risk (Churn Danger)
14527.0,0,5,3411.76,5,5,5,555,0,1,Loyal Customers
14911.0,4,5,3480.55,4,5,5,455,0,1,Loyal Customers
15823.0,4,2,3867.17,4,5,5,455,0,1,Loyal Customers
16779.0,4,4,4078.82,4,5,5,455,0,1,Loyal Customers
17940.0,11,1,4380.0,2,2,5,225,0,0,Best Customers
16029.0,3,4,5076.84,5,5,5,555,0,1,Loyal Customers
17949.0,0,8,5324.76,5,5,5,555,0,1,Loyal Customers
15311.0,0,9,5535.76,5,5,5,555,0,1,Loyal Customers
14646.0,6,3,5815.19,3,5,5,355,0,1,Loyal Customers
13777.0,6,4,6758.42,3,5,5,355,0,1,Loyal Customers
17850.0,7,15,7411.14,3,5,5,355,0,3,New / Low Spenders
17511.0,0,2,8367.81,5,5,5,555,0,1,Loyal Customers
15061.0,0,8,13131.04,5,5,5,555,0,3,New / Low Spenders
13694.0,0,8,17624.47,5,5,5,555,0,3,New / Low Spenders
18102.0,3,4,31777.24,5,5,5,555,0,3,New / Low Spenders
